DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822874,PP_0822,CDS,960268,961380,-,selU,,tRNA 2-selenouridine synthase,,,NP_742983.1 ; NP_742983.1,1113,370,41.9,7.12,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822876,PP_0823,CDS,961380,962414,-,selD,,"selenide, water dikinase",,,NP_742984.1 ; NP_742984.1,1035,344,36.2,5.38,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822878,PP_0824,CDS,962541,963395,+,ptxB,,phosphonate ABC transporter substrate-binding protein,,,NP_742985.1 ; NP_742985.1,855,284,31.1,8.35,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822880,PP_0825,CDS,963392,964201,+,phnC,,phosphonate ABC transporter ATP-binding protein,,,NP_742986.1 ; NP_742986.1,810,269,28.6,9.79,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822882,PP_0826,CDS,964195,965022,+,phnE,,phosphonate ABC transporter permease,,,NP_742987.1 ; NP_742987.1,828,275,29.4,10.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822884,PP_0827,CDS,965019,965786,+,ptxC,,phosphonate transport system permease PtxC,,,NP_742988.1 ; NP_742988.1,768,255,26.8,8.93,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822886,PP_0828,CDS,965823,966716,-,,,membrane protein,,,NP_742989.2 ; WP_049586418.1,894,297,33.5,6.28,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822888,PP_0829,CDS,967035,967331,+,,,hypothetical protein,,,NP_742990.1 ; NP_742990.1,297,98,10.7,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822890,PP_0830,CDS,967342,967821,-,,,acetyltransferase,,,NP_742991.1 ; NP_742991.1,480,159,17.5,6.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822892,PP_0831,CDS,967989,968567,-,,,hypothetical protein,,,NP_742992.2 ; NP_742992.2,579,192,20779.0,9.92,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822894,PP_t68,tRNA,968898,968982,-,,,,,,,85,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822896,PP_0832,CDS,969088,970137,+,queA,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,,,NP_742993.1 ; NP_742993.1,1050,349,38.4,5.83,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822898,PP_0833,CDS,970152,971267,+,tgt,,queuine tRNA-ribosyltransferase,,,NP_742994.1 ; NP_742994.1,1116,371,41.3,6.36,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822900,PP_0834,CDS,971310,971645,+,yajC,,protein translocase subunit YajC,,,NP_742995.1 ; NP_742995.1,336,111,11.9,8.96,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822902,PP_0835,CDS,971709,973571,+,secD,,protein translocase subunit SecD,,,NP_742996.1 ; NP_742996.1,1863,620,66.9,9.09,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822904,PP_0836,CDS,973582,974490,+,secF,,protein translocase subunit SecF,,,NP_742997.1 ; NP_742997.1,909,302,32.8,5.05,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822906,PP_0837,CDS,974609,975151,+,ycfJ,,flagella biosyntheis regulator,,,NP_742998.1 ; NP_742998.1,543,180,18.5,9.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822908,PP_0838,CDS,975320,976138,-,suhB,,bifunctional inositol monophosphatase/glycerol-2-phosphatase,,,NP_742999.1 ; NP_742999.1,819,272,29.8,6.19,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822910,PP_0839,CDS,976290,977045,+,trmJ,,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,,,NP_743000.1 ; NP_743000.1,756,251,27.5,6.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822912,PP_0840,CDS,977049,977834,+,cysE,,serine acetyltransferase,,,NP_743001.1 ; NP_743001.1,786,261,28.2,6.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822914,PP_0841,CDS,978014,978505,+,iscR,,DNA-binding transcriptional regulator IscR,,,NP_743002.1 ; NP_743002.1,492,163,17.9,7.01,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822916,PP_0842,CDS,978551,979765,+,iscS-I,,cysteine desulfurase,,,NP_743003.1 ; NP_743003.1,1215,404,44.5,5.85,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822918,PP_0843,CDS,979812,980198,+,iscU,,iron-sulfur cluster assembly scaffold protein,,,NP_743004.1 ; NP_743004.1,387,128,13.9,5.41,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822920,PP_0844,CDS,980227,980550,+,iscA,,copper(I) binding iron-sulfur cluster assembly protein,,,NP_743005.1 ; NP_743005.1,324,107,11.6,4.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822922,PP_0845,CDS,980559,981080,+,hscB,,DnaJ-like molecular chaperone,,,NP_743006.1 ; NP_743006.1,522,173,20.2,4.97,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822924,PP_0846,CDS,981124,982986,+,hscA,,DnaK-like molecular chaperone,,,NP_743007.1 ; NP_743007.1,1863,620,65.9,4.92,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822926,PP_0847,CDS,982990,983331,+,fdx,,ferredoxin,,,NP_743008.1 ; NP_743008.1,342,113,12.5,4.65,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822928,PP_0848,CDS,983342,983542,+,iscX,,cysteine desulfurase activity regulator,,,NP_743009.1 ; NP_743009.1,201,66,7.5,4.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822930,PP_0849,CDS,983631,984056,+,ndk,,nucleoside diphosphate kinase,,,NP_743010.1 ; NP_743010.1,426,141,15.0,5.45,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822932,PP_0850,CDS,984085,985230,+,rlmN,,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,,,NP_743011.1 ; NP_743011.1,1146,381,41.9,6.52,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822934,PP_0851,CDS,985239,986006,+,pilF,,type IV pili biogenesis protein PilF,,,NP_743012.1 ; NP_743012.1,768,255,28.4,8.80,Outer Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822936,PP_0852,CDS,986003,987010,+,,,Cro/CI family transcriptional regulator,,,NP_743013.1 ; NP_743013.1,1008,335,34.9,5.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822938,PP_0853,CDS,987014,988123,+,ispG,,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),,,NP_743014.1 ; NP_743014.1,1110,369,39.7,5.89,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822940,PP_0854,CDS,988149,989438,+,hisS,,histidine--tRNA ligase,,,NP_743015.1 ; NP_743015.1,1290,429,47.7,5.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822942,PP_0855,CDS,989478,990119,+,,,hypothetical protein,,,NP_743016.1 ; NP_743016.1,642,213,22.5,4.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822944,PP_0856,CDS,990120,991262,+,,,lipoprotein,,,NP_743017.1 ; NP_743017.1,1143,380,40.7,4.92,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822946,PP_0857,CDS,991379,992842,+,der,,GTPase Der,,,NP_743018.1 ; NP_743018.1,1464,487,54.2,8.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822948,PP_0858,CDS,992994,994142,+,,,methionine/glutamine aminotransferase,,,NP_743019.1 ; NP_743019.1,1149,382,42.4,5.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822950,PP_0859,CDS,994130,994921,+,,,ketoglutaramate omega-amidase,,,NP_743020.1 ; NP_743020.1,792,263,29.8,6.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822952,PP_0860,CDS,995046,997595,-,,,sulfite reductase flavoprotein subunit,,,NP_743021.1 ; NP_743021.1,2550,849,93.7,7.60,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822954,PP_0861,CDS,997827,1000118,-,,,outer membrane ferric siderophore receptor,,,NP_743022.2 ; WP_049586427.1,2292,763,82.1,4.72,Outer Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822956,PP_0862,CDS,1000340,1001020,+,,,PKHD-type hydroxylase,,,NP_743023.1 ; NP_743023.1,681,226,25.3,6.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822958,PP_0863,CDS,1001024,1001794,+,,,hypothetical protein,,,NP_743024.1 ; NP_743024.1,771,256,27.5,5.99,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822960,PP_0864,CDS,1001823,1002986,-,speC,,ornithine decarboxylase,,,NP_743025.2 ; WP_003248498.1,1164,387,43.5,4.69,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822962,PP_0865,CDS,1003494,1003979,+,,,ECF subfamily RNA polymerase sigma-24 factor,,,NP_743026.1 ; NP_743026.1,486,161,18.7,6.07,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822964,PP_0866,CDS,1003976,1004962,+,,,transmembrane sensor,,,NP_743027.1 ; NP_743027.1,987,328,36.1,8.76,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822966,PP_0867,CDS,1005071,1007500,+,,,FecA-like outer membrane receptor,,,NP_743028.1 ; NP_743028.1,2430,809,88.2,5.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822968,PP_0868,CDS,1007590,1008747,-,yehX,,ABC transporter ATP-binding protein,,,NP_743029.1 ; NP_743029.1,1158,385,43.0,5.75,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822970,PP_0869,CDS,1008744,1009397,-,yehW,,osmoprotectant ABC transporter permease,,,NP_743030.1 ; NP_743030.1,654,217,22.8,9.96,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822972,PP_0870,CDS,1009394,1010335,-,,,glycine betaine/carnitine/choline ABC transporter substrate-binding protein,,,NP_743031.1 ; NP_743031.1,942,313,35.0,7.88,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822974,PP_0871,CDS,1010319,1011062,-,,,glycine betaine/carnitine/choline ABC transporter permease,,,NP_743032.1 ; NP_743032.1,744,247,26.0,10.43,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822976,PP_0872,CDS,1011589,1013172,+,prfC,,peptide chain release factor 3,,,NP_743033.1 ; NP_743033.1,1584,527,59.7,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822978,PP_0873,CDS,1013303,1014382,-,potF-I,,putrescine-binding protein,,,NP_743034.1 ; NP_743034.1,1080,359,39.6,6.18,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822980,PP_0874,CDS,1014435,1014776,-,,,hypothetical protein,,,NP_743035.1 ; NP_743035.1,342,113,12.5,4.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822982,PP_0875,CDS,1014810,1016240,-,,,hypothetical protein,,,NP_743036.1 ; NP_743036.1,1431,476,53.1,6.90,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822984,PP_0876,CDS,1016281,1017105,-,,,AraC family transcriptional regulator,,,NP_743037.1 ; NP_743037.1,825,274,31.2,6.80,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822986,PP_5461,CDS,1017382,1017861,-,,,hypothetical protein,,,YP_009236931.1 ; YP_009236931.1,480,159,18151.9,9.05,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822988,PP_0878,CDS,1018092,1019060,-,dppF,,dipeptide ABC transporter ATP-binding protein,,,NP_743039.1 ; NP_743039.1,969,322,35.8,9.38,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822990,PP_0879,CDS,1019060,1020028,-,dppD,,dipeptide ABC transporter ATP-binding protein,,,NP_743040.1 ; NP_743040.1,969,322,34.9,5.91,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822992,PP_0880,CDS,1020039,1020965,-,dppC,,dipeptide ABC transporter permease,,,NP_743041.1 ; NP_743041.1,927,308,33.0,6.58,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822994,PP_0881,CDS,1020976,1021986,-,dppB,,dipeptide ABC transporter permease,,,NP_743042.1 ; NP_743042.1,1011,336,37.0,7.89,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822996,PP_0882,CDS,1022078,1023712,-,dppA-I,,dipeptide ABC transporter substrate-binding protein,,,NP_743043.1 ; NP_743043.1,1635,544,61.0,7.36,Periplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38822998,PP_0883,CDS,1023767,1025146,-,opdP,,glycine-glutamate dipeptide porin,,,NP_743044.1 ; NP_743044.1,1380,459,50.3,6.13,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823000,PP_0884,CDS,1025375,1026967,-,dppA-II,,dipeptide ABC transporter substrate-binding protein,,,NP_743045.1 ; NP_743045.1,1593,530,59.6,6.81,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823002,PP_0885,CDS,1027114,1028739,-,dppA-III,,dipeptide ABC transporter substrate-binding protein,,,NP_743046.1 ; NP_743046.1,1626,541,60.4,6.64,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823004,PP_0886,CDS,1029120,1029836,-,,,hypothetical protein,,,NP_743047.1 ; NP_743047.1,717,238,25.6,7.74,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823006,PP_0887,CDS,1029943,1031295,+,,,sensor histidine kinase,,,NP_743048.1 ; NP_743048.1,1353,450,49.5,6.06,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823008,PP_0888,CDS,1031295,1031855,+,regA,,photosynthetic apparatus regulatory protein RegA,,,NP_743049.1 ; NP_743049.1,561,186,20.8,5.15,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823010,PP_0889,CDS,1031907,1033043,+,,,hypothetical protein,,,NP_743050.1 ; NP_743050.1,1137,378,41.4,9.27,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823012,PP_0890,CDS,1033040,1033336,+,,,hypothetical protein,,,NP_743051.1 ; NP_743051.1,297,98,11.2,9.04,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823014,PP_0891,CDS,1033381,1033962,+,,,hypothetical protein,,,NP_743052.1 ; NP_743052.1,582,193,21.4,7.03,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823016,PP_0892,CDS,1033964,1035121,+,,,phospholipase family protein,,,NP_743053.1 ; NP_743053.1,1158,385,44.8,9.65,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823018,PP_0893,CDS,1035164,1035751,+,,,ThiJ/PfpI family protein,,,NP_743054.1 ; NP_743054.1,588,195,21.1,5.54,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823020,PP_0894,CDS,1035782,1036180,-,,,hypothetical protein,,,NP_743055.1 ; NP_743055.1,399,132,14.7,4.88,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823022,PP_0895,CDS,1036296,1036886,+,,,hypothetical protein,,,NP_743056.1 ; NP_743056.1,591,196,22.3,5.74,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823024,PP_0896,CDS,1036883,1037755,+,,,carbon-nitrogen hydrolase family protein,,,NP_743057.1 ; NP_743057.1,873,290,32.3,4.78,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823026,PP_0897,CDS,1037871,1039394,-,,,class 1 fumarate hydratase,,,NP_743058.1 ; NP_743058.1,1524,507,54.8,5.14,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823028,PP_0899,CDS,1039644,1040564,+,,,ferredoxin reductase,,,NP_743060.1 ; NP_743060.1,921,306,33.8,6.37,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823030,PP_0900,CDS,1040606,1041334,-,,,PAP2 family protein,,,NP_743061.1 ; NP_743061.1,729,242,27.0,9.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823032,PP_0901,CDS,1041518,1042201,+,colR,,two-component system response regulator,,,NP_743062.1 ; NP_743062.1,684,227,25.5,5.81,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823034,PP_0902,CDS,1042191,1043501,+,colS,,integral membrane sensor signal transduction histidine kinase,,,NP_743063.2 ; WP_049586445.1,1311,436,48.9,5.37,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823036,PP_0903,CDS,1043609,1044289,+,,,hypothetical protein,,,NP_743064.1 ; NP_743064.1,681,226,26.1,9.32,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823038,PP_0904,CDS,1044293,1044994,+,,,protein InaA,,,NP_743065.1 ; NP_743065.1,702,233,27.0,8.62,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823040,PP_0905,CDS,1044994,1045227,+,,,hypothetical protein,,,NP_743066.1 ; NP_743066.1,234,77,8.5,6.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823042,PP_0906,CDS,1045333,1048377,-,,,RND family multidrug transporter,,,NP_743067.1 ; NP_743067.1,3045,1014,110.4,5.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823044,PP_0907,CDS,1048379,1049599,-,,,RND transporter membrane fusion protein-like protein,,,NP_743068.1 ; NP_743068.1,1221,406,43.5,9.68,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823046,PP_0908,CDS,1049755,1050852,-,,,hypothetical protein,,,NP_743069.1 ; NP_743069.1,1098,365,39.9,6.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823048,PP_0909,CDS,1050855,1051919,-,,,hypothetical protein,,,NP_743070.1 ; NP_743070.1,1065,354,38.4,6.02,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823050,PP_0910,CDS,1051939,1053366,-,,,hypothetical protein,,,NP_743071.1 ; NP_743071.1,1428,475,51.2,5.34,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823052,PP_0911,CDS,1053476,1053862,-,,,hypothetical protein,,,NP_743072.1 ; NP_743072.1,387,128,14.3,6.03,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823054,PP_0912,CDS,1053876,1054463,-,,,hypothetical protein,,,NP_743073.1 ; NP_743073.1,588,195,21.5,6.60,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823056,PP_0913,CDS,1054500,1055831,-,,,hypothetical protein,,,NP_743074.1 ; NP_743074.1,1332,443,47.0,4.61,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823058,PP_0914,CDS,1055990,1058071,-,,,GGDEF domain-containing protein,,,NP_743075.1 ; NP_743075.1,2082,693,78.6,5.83,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823060,PP_0915,CDS,1058291,1058887,-,sodB,,superoxide dismutase,,,NP_743076.1 ; NP_743076.1,597,198,21.9,5.55,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823062,PP_0916,CDS,1059154,1059768,-,,,amino acid transporter LysE,,,NP_743077.1 ; NP_743077.1,615,204,21.7,10.02,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823064,PP_0917,CDS,1059855,1060745,+,iciA,,chromosome initiation inhibitor,,,NP_743078.1 ; NP_743078.1,891,296,32.6,6.80,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823066,PP_0918,CDS,1060795,1061787,+,,,3-beta hydroxysteroid dehydrogenase/isomerase family protein,,,NP_743079.1 ; NP_743079.1,993,330,37.1,9.22,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823068,PP_0919,CDS,1061861,1062730,+,,,hypothetical protein,,,NP_743080.2 ; WP_049586455.1,870,289,30.9,6.29,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823070,PP_0920,CDS,1062839,1063888,-,xenB,,xenobiotic reductase B,,,NP_743081.1 ; NP_743081.1,1050,349,37.8,5.35,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823072,PP_0921,CDS,1063906,1064208,-,,,ArsR family transcriptional regulator,,,NP_743082.1 ; NP_743082.1,303,100,11.3,6.39,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823074,PP_0922,CDS,1064359,1064943,+,,,hypothetical protein,,,NP_743083.1 ; NP_743083.1,585,194,21.9,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823076,PP_0923,CDS,1065056,1065844,-,,,acyltransferase,,,NP_743084.1 ; NP_743084.1,789,262,29.0,10.90,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823078,PP_0924,CDS,1065844,1066599,-,,,hypothetical protein,,,NP_743085.1 ; NP_743085.1,756,251,28.0,6.00,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823080,PP_0925,CDS,1066760,1067647,+,,,hypothetical protein,,,NP_743086.1 ; NP_743086.1,888,295,31.4,5.71,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823082,PP_0926,CDS,1067835,1068782,+,,,membrane protein,,,NP_743087.1 ; NP_743087.1,948,315,33.6,8.68,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823084,PP_0927,CDS,1068839,1070200,+,aroP-I,,aromatic amino acid transport protein,,,NP_743088.1 ; NP_743088.1,1362,453,49.2,9.19,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823086,PP_0928,CDS,1070342,1071385,-,,,K+-dependent Na+/Ca+ exchanger-like protein,,,NP_743089.1 ; NP_743089.1,1044,347,36.7,9.63,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823088,PP_0929,CDS,1071446,1071820,-,,,lipoprotein,,,NP_743090.1 ; NP_743090.1,375,124,13.5,11.40,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823090,PP_0930,CDS,1071947,1073392,-,gatB,,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,,,NP_743091.1 ; NP_743091.1,1446,481,52.7,5.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823092,PP_0931,CDS,1073404,1074855,-,gatA,,glutamyl-tRNA(Gln) amidotransferase subunit A,,,NP_743092.1 ; NP_743092.1,1452,483,51.5,5.89,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823094,PP_0932,CDS,1074871,1075179,-,gatC,,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,,,NP_743093.3 ; NP_743093.3,309,102,11235.7,4.26,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823096,PP_0933,CDS,1075283,1076401,+,mreB,,cell wall structural actin-like protein MreB,,,NP_743094.3 ; NP_743094.3,1119,372,40016.8,5.34,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823098,PP_0934,CDS,1076622,1077620,+,mreC,,cell shape-determining protein MreC,,,NP_743095.1 ; NP_743095.1,999,332,35.5,7.84,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823100,PP_0935,CDS,1077617,1078108,+,mreD,,rod shape-determining protein MreD,,,NP_743096.1 ; NP_743096.1,492,163,18.5,12.33,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823102,PP_0936,CDS,1078141,1078752,+,maf,,septum formation protein,,,NP_743097.1 ; NP_743097.1,612,203,21.2,4.91,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823104,PP_0937,CDS,1078806,1080263,+,rng,,endoribonuclease G,,,NP_743098.1 ; NP_743098.1,1458,485,54.8,5.38,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823106,PP_0938,CDS,1080346,1084167,+,,,hypothetical protein,,,NP_743099.1 ; NP_743099.1,3822,1273,138.5,5.88,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823108,PP_0939,CDS,1084176,1085027,+,,,carbon-nitrogen hydrolase family protein,,,NP_743100.1 ; NP_743100.1,852,283,30.4,6.07,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823110,PP_0940,CDS,1085030,1086469,+,tldD,,microcin B17 maturation protease,,,NP_743101.1 ; NP_743101.1,1440,479,50.2,5.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823112,PP_0941,CDS,1086527,1087048,-,,,ribosome associated protein,,,NP_743102.1 ; NP_743102.1,522,173,20.2,8.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823114,PP_0942,CDS,1087146,1088504,+,pmbA,,regulatory protease,,,NP_743103.1 ; NP_743103.1,1359,452,48.3,4.99,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823116,PP_0943,CDS,1088758,1089150,+,,,hypothetical protein,,,NP_743104.1 ; NP_743104.1,393,130,15.6,5.42,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823118,PP_0944,CDS,1089140,1090519,+,fumC-I,,class 2 fumarate hydratase,,,NP_743105.1 ; NP_743105.1,1380,459,48.5,5.92,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823120,PP_0945,CDS,1090547,1091008,+,,,hypothetical protein,,,NP_743106.1 ; NP_743106.1,462,153,17.5,6.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823122,PP_0946,CDS,1090989,1091621,+,sodA,,superoxide dismutase,,,NP_743107.1 ; NP_743107.1,633,210,23.4,5.92,Periplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823124,PP_0947,CDS,1091618,1092526,+,,,membrane protein,,,NP_743108.1 ; NP_743108.1,909,302,30.8,5.66,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823126,PP_0948,CDS,1092554,1092826,-,ptsH,,phosphocarrier protein HPr,,,NP_743109.1 ; NP_743109.1,273,90,9.7,5.87,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38823128,PP_0949,CDS,1092845,1093699,-,,,ATP-binding protein,,,NP_743110.1 ; NP_743110.1,855,284,32.1,5.84,
